Date,High,Low,Open,Close,Volume,Adj Close
2021-01-14,131.0,128.75999450683594,130.8000030517578,128.91000366210938,90221800.0,128.49940490722656
2021-01-15,130.22000122070312,127.0,128.77999877929688,127.13999938964844,111598500.0,126.73502349853516
2021-01-19,128.7100067138672,126.94000244140625,127.77999877929688,127.83000183105469,90757300.0,127.4228286743164
2021-01-20,132.49000549316406,128.5500030517578,128.66000366210938,132.02999877929688,104319500.0,131.6094512939453
2021-01-21,139.6699981689453,133.58999633789062,133.8000030517578,136.8699951171875,120150900.0,136.43402099609375
2021-01-22,139.85000610351562,135.02000427246094,136.27999877929688,139.07000732421875,114459400.0,138.6270294189453
2021-01-25,145.08999633789062,136.5399932861328,143.07000732421875,142.9199981689453,157611700.0,142.4647674560547
2021-01-26,144.3000030517578,141.3699951171875,143.60000610351562,143.16000366210938,98390600.0,142.70401000976562
2021-01-27,144.3000030517578,140.41000366210938,143.42999267578125,142.05999755859375,140843800.0,141.60751342773438
2021-01-28,141.99000549316406,136.6999969482422,139.52000427246094,137.08999633789062,142621100.0,136.65333557128906
2021-01-29,136.74000549316406,130.2100067138672,135.8300018310547,131.9600067138672,177523800.0,131.5396728515625
2021-02-01,135.3800048828125,130.92999267578125,133.75,134.13999938964844,106239800.0,133.7127227783203
2021-02-02,136.30999755859375,134.61000061035156,135.72999572753906,134.99000549316406,83305400.0,134.56002807617188
2021-02-03,135.77000427246094,133.61000061035156,135.75999450683594,133.94000244140625,89880900.0,133.5133819580078
2021-02-04,137.39999389648438,134.58999633789062,136.3000030517578,137.38999938964844,84183100.0,136.95237731933594
2021-02-05,137.4199981689453,135.86000061035156,137.35000610351562,136.75999450683594,75693800.0,136.52809143066406
2021-02-08,136.9600067138672,134.9199981689453,136.02999877929688,136.91000366210938,71297200.0,136.67784118652344
2021-02-09,137.8800048828125,135.85000610351562,136.6199951171875,136.00999450683594,76774200.0,135.77935791015625
2021-02-10,136.99000549316406,134.39999389648438,136.47999572753906,135.38999938964844,73046600.0,135.16041564941406
2021-02-11,136.38999938964844,133.77000427246094,135.89999389648438,135.1300048828125,64280000.0,134.90086364746094
2021-02-12,135.52999877929688,133.69000244140625,134.35000610351562,135.3699951171875,60145100.0,135.14044189453125
2021-02-16,136.00999450683594,132.7899932861328,135.49000549316406,133.19000244140625,80576300.0,132.9641571044922
2021-02-17,132.22000122070312,129.47000122070312,131.25,130.83999633789062,97918500.0,130.61813354492188
2021-02-18,130.0,127.41000366210938,129.1999969482422,129.7100067138672,96856700.0,129.49005126953125
2021-02-19,130.7100067138672,128.8000030517578,130.24000549316406,129.8699951171875,87668800.0,129.6497802734375
2021-02-22,129.72000122070312,125.5999984741211,128.00999450683594,126.0,103916400.0,125.78634643554688
2021-02-23,126.70999908447266,118.38999938964844,123.76000213623047,125.86000061035156,158273000.0,125.6465835571289
2021-02-24,125.55999755859375,122.2300033569336,124.94000244140625,125.3499984741211,111039900.0,125.13744354248047
2021-02-25,126.45999908447266,120.54000091552734,124.68000030517578,120.98999786376953,148199500.0,120.78483581542969
2021-02-26,124.8499984741211,121.19999694824219,122.58999633789062,121.26000213623047,164560400.0,121.05438232421875
2021-03-01,127.93000030517578,122.79000091552734,123.75,127.79000091552734,116307900.0,127.57331085205078
2021-03-02,128.72000122070312,125.01000213623047,128.41000366210938,125.12000274658203,102260900.0,124.9078369140625
2021-03-03,125.70999908447266,121.83999633789062,124.80999755859375,122.05999755859375,112966300.0,121.85301971435547
2021-03-04,123.5999984741211,118.62000274658203,121.75,120.12999725341797,178155000.0,119.9262924194336
2021-03-05,121.94000244140625,117.56999969482422,120.9800033569336,121.41999816894531,153766600.0,121.21410369873047
2021-03-08,121.0,116.20999908447266,120.93000030517578,116.36000061035156,154376600.0,116.16268920898438
2021-03-09,122.05999755859375,118.79000091552734,119.02999877929688,121.08999633789062,129525800.0,120.8846664428711
2021-03-10,122.16999816894531,119.44999694824219,121.69000244140625,119.9800033569336,111943300.0,119.77655792236328
2021-03-11,123.20999908447266,121.26000213623047,122.54000091552734,121.95999908447266,103026500.0,121.75318908691406
2021-03-12,121.16999816894531,119.16000366210938,120.4000015258789,121.02999877929688,88105100.0,120.82476806640625
2021-03-15,124.0,120.41999816894531,121.41000366210938,123.98999786376953,92403800.0,123.77974700927734
2021-03-16,127.22000122070312,124.72000122070312,125.69999694824219,125.56999969482422,115227900.0,125.35707092285156
2021-03-17,125.86000061035156,122.33999633789062,124.05000305175781,124.76000213623047,111932600.0,124.54844665527344
2021-03-18,123.18000030517578,120.31999969482422,122.87999725341797,120.52999877929688,121229700.0,120.32561492919922
